impound_no,Animal_ID,Data_Source,Record_Type,Link,Current_Location,Animal_Name,animal_type,Age,Animal_Gender,Animal_Breed,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,jurisdiction,obfuscated_latitude,obfuscated_longitude,Image,image_alt_text,Memo,Temperament
K25-180858,A731956,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2965799,LOST,Johnny,Cat,Over 1 year<p/>,Male,Siamese,White,"Jul 12, 2025",Date Lost,100 block of  145TH AVE NE,Bellevue,,98007,BELLEVUE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2965799,Image Copyright HLP Inc. 2025,"<p/>Age: Over 1 year<p/>Location Lost: 120 145th Ave NE, Bellevue WA  98007<p/>Lost Date: 2025-07-12<p/>",
K25-180682,A731740,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2964213,LOST,Bacca,Cat,Over 1 year<p/>,Male,Siamese,Black,"Jul 09, 2025",Date Lost,3800 block of  NE 155th Pl,Lake Forest Park,,98155,LAKE FOREST PAR,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2964213,Image Copyright HLP Inc. 2025,"Description: Black / green eyes<p/>Age: Over 1 year<p/>Location Lost: 3825 ne 155 th pl, Seattle WA  98155<p/>Lost Date: 2025-07-09<p/>",
K25-181435,A732989,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A732989,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Tarja,Cat,12 WEEKS,Spayed Female,Domestic Shorthair,Gray Tabby,"Jul 30, 2025",Received on,27900 block of  126TH PL SE,KENT,WA,98030,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A732989,Image Copyright HLP Inc. 2025,"Received on: 2025-07-30<p/> Found Near: 27900 block of  126TH PL SE<p/> Description: Gray Tabby Spayed Female Domestic Shorthair Cat<p/> Age: 12 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K25-181261,A732620,Regional Animal Services of King County,FOUND,https://kingcounty.gov/en/dept/executive-services/animals-pets-pests/regional-animal-services/overview-about,In RASKC Foster Home,,Cat,6 WEEKS,Female,Domestic Shorthair,Brn Tabby / White,"Jul 25, 2025",Received on,700 block of  3RD AVE S,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A732620,Image Copyright HLP Inc. 2025,Received on: 2025-07-25<p/> Found Near: 700 block of  3RD AVE S<p/> Description: Brn Tabby / White Female Domestic Shorthair Cat<p/> Age: 6 WEEKS<p/> Current Location: In RASKC Foster Home <p/>,
K25-181450,A733018,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2972540,LOST,Louie,Cat,Over 1 year<p/>,Male,Ragdoll,White,"Jul 13, 2025",Date Lost,25000 block of  45TH AVE S,Kent,,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2972540,Image Copyright HLP Inc. 2025,"Description: A white fluffy cat with a brown/tan tail with big blue eyes and a orange collar<p/>Age: Over 1 year<p/>Location Lost: 25037 45th ave s, Kent WA  98032<p/>Lost Date: 2025-07-13<p/>",
K25-181615,A733318,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2974295,LOST,Tank,Dog,Over 1 year<p/>,Male,Rottweiler,Black,"Aug 04, 2025",Date Lost,2100 block of  52ND AVE SW,Seattle,,98116,SEATTLE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2974295,Image Copyright HLP Inc. 2025,"Description: 86lbs, black and tan, tall and skinny, curled tail, has all dew claws, floppy ears, has all shots, no collar on<p/>Age: Over 1 year<p/>Location Lost: 2109 52nd Ave SW, Seattle WA  98116<p/>Lost Date: 2025-08-04<p/>",
K25-180892,A732037,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2966334,In Public Home,,Dog,Unknown<p/>,Female,Alaskan Husky,Unknown,"Jul 14, 2025",Date Found,219th  Ave SE & SE 368th Way,King County,,98022,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2966334,Image Copyright HLP Inc. 2025,"Description: She is young and kind of protective <p/>Age: Unknown<p/>Found Near: 219th and 368th , Enumclaw WA  98022<p/>Found Date: 2025-07-14<p/>",
K25-179140,A723829,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A723829,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Maxine,Dog,1 YEAR 5 MONTHS,Spayed Female,Pit Bull / Mix,Black / White,"May 28, 2025",Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A723829,Image Copyright HLP Inc. 2025,"Received on: 2025-05-28<p/> Description: Black / White<p/>  Spayed Female Pit Bull / Mix Dog<p/> Age: 1 YEAR 5 MONTHS<p/> Adoption Fee: $50<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Maxine and I am available for adoption.<p/><p/>I weigh 65 lbs and am considered a `large breed` dog.<p/><p/>I love to play with toys! I like to carry a stuffie in my mouth during walks too. My volunteer friends say it`s pretty adorable. :)<p/><p/>I am a very smart gal and already know how to `sit`. I am eager to please, love treats and can`t wait to learn more!<p/><p/>My caregivers have been keeping me busy by feeding me with a maze feeder and offering me a lot of chew toys!<p/><p/>I seem to do well with other large dogs. When meeting dogs in a new home, I would do best with a slow introduction.<p/><p/>I`m a Playgroup Pal! Ask the staff today about my interactions with other dogs at the shelter in our Playgroups.<p/><p/>Due to my high energy I would do best in a home without younger children.<p/>",
K25-180595,A731634,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2963367,LOST,Remi,Dog,Over 1 year<p/>,Female,Pit Bull,Unknown,"Jul 07, 2025",Date Lost,,,,,MAPLE VALLEY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2963367,Image Copyright HLP Inc. 2025,"Description: Blonde brindle, red and black collar<p/>Age: Over 1 year<p/>Location Lost: 27250 207th AVE SE Maple Valley WA, Maple Valley WA  98038<p/>Lost Date: 2025-07-07<p/>",
K25-181576,A733207,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2973721,In Public Home,Max,Dog,Unknown<p/>,Male,Pit Bull,Unknown,"Aug 02, 2025",Date Found,19TH  AVE SW,BURI,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2973721,Image Copyright HLP Inc. 2025,"Description: Black and white pit bull, camo collar, phone number starting in 206 but smudged on the rest, Found near Gregory heights Burien <p/>Age: Unknown<p/>Found Near: 19th ave sw, Burien WA, Seattle WA  98166<p/>Found Date: 2025-08-02<p/>",
K25-181408,A732959,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A732959,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Morty,Dog,2 YEARS,Male,Labrador Retriever,Brown,"Jul 30, 2025",Received on,28100 block of  SE 384TH ST,ENUMCLAW,WA,98022,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A732959,Image Copyright HLP Inc. 2025,"Received on: 2025-07-30<p/> Found Near: 28100 block of  SE 384TH ST<p/> Description: Brown Male Labrador Retriever Dog<p/> Age: 2 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K25-181301,A726224,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A726224,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Leif,Rabbit Sh,NO AGE,Neutered Male,Rabbit Sh,Gray,"Jul 26, 2025",Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A726224,Image Copyright HLP Inc. 2025,"Received on: 2025-07-26<p/> Description: Gray<p/>  Neutered Male Rabbit Sh Rabbit Sh<p/> Age: NO AGE<p/> Adoption Fee: $30<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>I came into RASKC as an 8-week-old baby boy whose mom came in for spay and him and his siblings tagged along so we could separate them by gender. MUCH TO HIS DISMAY, his siblings were all girls, so they got to go home with mama.  I was quickly fostered into a great human family with other bunnies.  Unfortunately, the bonded group and I just were not meant to be.  I am about just about 20 weeks as I returned to RASKC on 26 July, a few days after I got fixed.  Human family made sure I was comfortable post procedure in an environment I loved.  Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/><p/>I tried hard to bond to the other rabbits during foster time. I was always nice and licked the girls.  The existing buck rabbit did not take kindly to me joining ranks.<p/>I did have some wonderful times running and playing with a couple of rabbits at foster, and I was very gentle, unless I accidentally jumped on someone by mistake.  Still grasping the whole rabbit airborne maneuvers.  Humans love to watch, and I love to show them my new moves.<p/><p/>So, in short, I feel I will not have any trouble bonding with another rabbit friend with proper introductions. If you are considering adding a second bunny to your family, familiarize yourself with the rabbit bonding process and don't hesitate to reach out if you would like us to host a speed date to find the best match.<p/><p/>When it comes to feeding me, I will need the proper balance of pellets, timothy hay, fresh vegetables and access to fresh water!  I am still growing and get excited for human contact and dinner time salad especially.  I may be a little awkward/clumsy right now, but I do give my human friends another reason to smile.  After dinner salad time I love to run around, jump, do binkies, and get pettings.  Did I say, I like to have cuddle time with humans when I am ready?<p/><p/>As a young bunny, I like to help in the kitchen and get the salads ready for all bunnies.  I love to check different salad components for freshness and flavor.  One of my top skills in the foster family was helping consume salad.  Another top skill was taking naps on top of my hidey house preparing for hard work in the kitchen at dinner time.<p/><p/>When it was my time to run around and explore the house, I remembered to return to my litter box.  Sometimes I would excel at too much exercise and just crash anywhere.  Lucky the house was mostly carpeted, so when I when plump, it just felt good and relaxing.<p/>",
K25-181487,A733082,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A733082,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Sidra,Cat,9 WEEKS,Spayed Female,Domestic Shorthair,Calico / White,"Jul 31, 2025",Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A733082,Image Copyright HLP Inc. 2025,"Received on: 2025-07-31<p/> Description: Calico / White<p/>  Spayed Female Domestic Shorthair Cat<p/> Age: 9 WEEKS<p/> Adoption Fee: $30.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Sidra and I am available for adoption.<p/><p/>I was brought in by an Animal Control Officer on July 31, 2025 with my siblings.<p/><p/>I am a kitten who has had very little human interaction before arriving at RASKC so I am still learning to trust. I can be quite bolty and squirmy at first. I am looking for a patient family who understands I am a work in progress.<p/><p/>Because of my shy nature, I would do best in a calm, quiet home. When I go to my new home it is important to be patient with me and allow me time to acclimate to my new environment at my own speed. It is best to keep me in a smaller, quiet room, with my food, bed, and litterbox until I am comfortable and confident enough to start exploring the rest of my home.<p/><p/>I am a gentle and loving kitten who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might need some time to warm up. Once I get to know you, I will be a very devoted friend!<p/><p/>You can visit me at the Pet Adoption Center on weekdays from 12:00 pm to 5:00 pm, Saturdays and Sundays from 12:00 pm to 4:00 pm. <p/><p/>The Pet Adoption Center is located at 21615 64th Ave S, Kent, WA 98032.<p/><p/>Come and visit me today, I'd love to go home with you!<p/>",
K25-181326,A732746,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A732746,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Dog,2 YEARS,Spayed Female,Chihuahua - Smooth Coated,Tan,"Jul 27, 2025",Received on,25900 block of  PACIFIC HWY S,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A732746,Image Copyright HLP Inc. 2025,"Received on: 2025-07-27<p/> Found Near: 25900 block of  PACIFIC HWY S<p/> Description: Tan Spayed Female Chihuahua - Smooth Coated Dog<p/> Age: 2 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K25-181584,A733227,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A733227,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Dog,2 YEARS,Female,Alaskan Husky / Mix,White / Black,"Aug 03, 2025",Received on,23900 block of  100TH AVE SE,KENT,WA,98031,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A733227,Image Copyright HLP Inc. 2025,"Received on: 2025-08-03<p/> Found Near: 23900 block of  100TH AVE SE<p/> Description: White / Black Female Alaskan Husky / Mix Dog<p/> Age: 2 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K25-181293,A732666,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2970783,In Public Home,,Cat,Over 1 year<p/>,Male,Domestic Shorthair,Unknown,"Jul 26, 2025",Date Found,13200 block of  SE EASTGATE WAY,Bellevue,,98005,BELLEVUE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2970783,Image Copyright HLP Inc. 2025,Description: Orange and white cat Found in tan and marroon carrier. <p/>Age: Over 1 year<p/>Found Near: 13200 block of  SE EASTGATE WAY<p/>Found Date: 2025-07-26<p/>,
K25-180838,A731931,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2965657,LOST,Luna,Cat,Over 1 year<p/>,Female,Bombay,Black,"Jul 10, 2025",Date Lost,9400 block of  REDMOND WOODINVILLE RD NE AND 90TH ST,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2965657,Image Copyright HLP Inc. 2025,"Description: Black skinny shorthair Bombay cat. 1.5 years old. Has white spot in her chest and tummy. <p/>Age: Over 1 year<p/>Location Lost: 9470 Redmond Woodinville rd NE and 90th st , Redmond WA  98052<p/>Lost Date: 2025-07-10<p/>",
K25-181413,A732968,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A732968,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Chino,Cat,5 MONTHS,Neutered Male,Domestic Shorthair,Brn Tabby / White,"Jul 30, 2025",Received on,22200 block of  SE 331ST ST,AUBURN,WA,98092,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A732968,Image Copyright HLP Inc. 2025,"Received on: 2025-07-30<p/> Found Near: 22200 block of  SE 331ST ST<p/> Description: Brn Tabby / White Neutered Male Domestic Shorthair Cat<p/> Age: 5 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K25-180388,A731294,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2959984,LOST,Ayla,Cat,Over 1 year<p/>,Female,Domestic Shorthair,Unknown,"Jun 26, 2025",Date Lost,CENTRAL  PL S,266TH ST E VALLE,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2959984,Image Copyright HLP Inc. 2025,"Description: Grey, green eyes big, medium large <p/>Age: Over 1 year<p/>Location Lost: Central Pl S, 266th st, E valley hwy, Kent WA  98030<p/>Lost Date: 2025-06-26<p/>",
K25-180781,A731850,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A731850,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Mo,Cat,12 WEEKS,Male,Domestic Shorthair,Black / White,"Jul 11, 2025",Received on,24500 block of  RUSSELL RD S,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A731850,Image Copyright HLP Inc. 2025,"Received on: 2025-07-11<p/> Found Near: 24500 block of  RUSSELL RD S<p/> Description: Black / White Male Domestic Shorthair Cat<p/> Age: 12 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K25-181348,A732833,Regional Animal Services of King County,FOUND,https://kingcounty.gov/en/dept/executive-services/animals-pets-pests/regional-animal-services/overview-about,In RASKC Foster Home,,Cat,4 WEEKS,Female,Domestic Shorthair,Black,"Jul 28, 2025",Received on,13000 block of  MARTIN LUTHER KING JR WAY S,SEATTLE,WA,98178,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A732833,Image Copyright HLP Inc. 2025,Received on: 2025-07-28<p/> Found Near: 13000 block of  MARTIN LUTHER KING JR WAY S<p/> Description: Black Female Domestic Shorthair Cat<p/> Age: 4 WEEKS<p/> Current Location: In RASKC Foster Home <p/>,
